time_s,x_mm,y_mm,z_mm,odor_conc
4.03,10.0,10.0,5.0,1.1253517471925912e-07
4.04,10.0,10.0,5.0,1.1253517471925912e-07
4.05,10.0,10.0,5.0,1.1253517471925912e-07
4.0600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.07,10.0,10.0,5.0,1.1253517471925912e-07
4.08,10.0,10.0,5.0,1.1253517471925912e-07
4.09,10.0,10.0,5.0,1.1253517471925912e-07
4.1,10.0,10.0,5.0,1.1253517471925912e-07
4.11,10.0,10.0,5.0,1.1253517471925912e-07
4.12,10.0,10.0,5.0,1.1253517471925912e-07
4.13,10.0,10.0,5.0,1.1253517471925912e-07
4.14,10.0,10.0,5.0,1.1253517471925912e-07
4.15,10.0,10.0,5.0,1.1253517471925912e-07
4.16,10.0,10.0,5.0,1.1253517471925912e-07
4.17,10.0,10.0,5.0,1.1253517471925912e-07
4.18,10.0,10.0,5.0,1.1253517471925912e-07
4.19,10.0,10.0,5.0,1.1253517471925912e-07
4.2,10.0,10.0,5.0,1.1253517471925912e-07
4.21,10.0,10.0,5.0,1.1253517471925912e-07
4.22,10.0,10.0,5.0,1.1253517471925912e-07
4.23,10.0,10.0,5.0,1.1253517471925912e-07
4.24,10.0,10.0,5.0,1.1253517471925912e-07
4.25,10.0,10.0,5.0,1.1253517471925912e-07
4.26,10.0,10.0,5.0,1.1253517471925912e-07
4.2700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.28,10.0,10.0,5.0,1.1253517471925912e-07
4.29,10.0,10.0,5.0,1.1253517471925912e-07
4.3,10.0,10.0,5.0,1.1253517471925912e-07
4.3100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.32,10.0,10.0,5.0,1.1253517471925912e-07
4.33,10.0,10.0,5.0,1.1253517471925912e-07
4.34,10.0,10.0,5.0,1.1253517471925912e-07
4.3500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.36,10.0,10.0,5.0,1.1253517471925912e-07
4.37,10.0,10.0,5.0,1.1253517471925912e-07
4.38,10.0,10.0,5.0,1.1253517471925912e-07
4.39,10.0,10.0,5.0,1.1253517471925912e-07
4.4,10.0,10.0,5.0,1.1253517471925912e-07
4.41,10.0,10.0,5.0,1.1253517471925912e-07
4.42,10.0,10.0,5.0,1.1253517471925912e-07
4.43,10.0,10.0,5.0,1.1253517471925912e-07
4.44,10.0,10.0,5.0,1.1253517471925912e-07
4.45,10.0,10.0,5.0,1.1253517471925912e-07
4.46,10.0,10.0,5.0,1.1253517471925912e-07
4.47,10.0,10.0,5.0,1.1253517471925912e-07
4.48,10.0,10.0,5.0,1.1253517471925912e-07
4.49,10.0,10.0,5.0,1.1253517471925912e-07
4.5,10.0,10.0,5.0,1.1253517471925912e-07
4.51,10.0,10.0,5.0,1.1253517471925912e-07
4.5200000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.53,10.0,10.0,5.0,1.1253517471925912e-07
4.54,10.0,10.0,5.0,1.1253517471925912e-07
4.55,10.0,10.0,5.0,1.1253517471925912e-07
4.5600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.57,10.0,10.0,5.0,1.1253517471925912e-07
4.58,10.0,10.0,5.0,1.1253517471925912e-07
4.59,10.0,10.0,5.0,1.1253517471925912e-07
4.6000000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.61,10.0,10.0,5.0,1.1253517471925912e-07
4.62,10.0,10.0,5.0,1.1253517471925912e-07
4.63,10.0,10.0,5.0,1.1253517471925912e-07
4.64,10.0,10.0,5.0,1.1253517471925912e-07
4.65,10.0,10.0,5.0,1.1253517471925912e-07
4.66,10.0,10.0,5.0,1.1253517471925912e-07
4.67,10.0,10.0,5.0,1.1253517471925912e-07
4.68,10.0,10.0,5.0,1.1253517471925912e-07
4.69,10.0,10.0,5.0,1.1253517471925912e-07
4.7,10.0,10.0,5.0,1.1253517471925912e-07
4.71,10.0,10.0,5.0,1.1253517471925912e-07
4.72,10.0,10.0,5.0,1.1253517471925912e-07
4.73,10.0,10.0,5.0,1.1253517471925912e-07
4.74,10.0,10.0,5.0,1.1253517471925912e-07
4.75,10.0,10.0,5.0,1.1253517471925912e-07
4.76,10.0,10.0,5.0,1.1253517471925912e-07
4.7700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.78,10.0,10.0,5.0,1.1253517471925912e-07
4.79,10.0,10.0,5.0,1.1253517471925912e-07
4.8,10.0,10.0,5.0,1.1253517471925912e-07
4.8100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.82,10.0,10.0,5.0,1.1253517471925912e-07
4.83,10.0,10.0,5.0,1.1253517471925912e-07
4.84,10.0,10.0,5.0,1.1253517471925912e-07
4.8500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
4.86,10.0,10.0,5.0,1.1253517471925912e-07
4.87,10.0,10.0,5.0,1.1253517471925912e-07
4.88,10.0,10.0,5.0,1.1253517471925912e-07
4.89,10.0,10.0,5.0,1.1253517471925912e-07
4.9,10.0,10.0,5.0,1.1253517471925912e-07
4.91,10.0,10.0,5.0,1.1253517471925912e-07
4.92,10.0,10.0,5.0,1.1253517471925912e-07
4.93,10.0,10.0,5.0,1.1253517471925912e-07
4.94,10.0,10.0,5.0,1.1253517471925912e-07
4.95,10.0,10.0,5.0,1.1253517471925912e-07
4.96,10.0,10.0,5.0,1.1253517471925912e-07
4.97,10.0,10.0,5.0,1.1253517471925912e-07
4.98,10.0,10.0,5.0,1.1253517471925912e-07
4.99,10.0,10.0,5.0,1.1253517471925912e-07
5.0,10.0,10.0,5.0,1.1253517471925912e-07
5.01,10.0,10.0,5.0,1.1253517471925912e-07
5.0200000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.03,10.0,10.0,5.0,1.1253517471925912e-07
5.04,10.0,10.0,5.0,1.1253517471925912e-07
5.05,10.0,10.0,5.0,1.1253517471925912e-07
5.0600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.07,10.0,10.0,5.0,1.1253517471925912e-07
5.08,10.0,10.0,5.0,1.1253517471925912e-07
5.09,10.0,10.0,5.0,1.1253517471925912e-07
5.1000000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.11,10.0,10.0,5.0,1.1253517471925912e-07
5.12,10.0,10.0,5.0,1.1253517471925912e-07
5.13,10.0,10.0,5.0,1.1253517471925912e-07
5.14,10.0,10.0,5.0,1.1253517471925912e-07
5.15,10.0,10.0,5.0,1.1253517471925912e-07
5.16,10.0,10.0,5.0,1.1253517471925912e-07
5.17,10.0,10.0,5.0,1.1253517471925912e-07
5.18,10.0,10.0,5.0,1.1253517471925912e-07
5.19,10.0,10.0,5.0,1.1253517471925912e-07
5.2,10.0,10.0,5.0,1.1253517471925912e-07
5.21,10.0,10.0,5.0,1.1253517471925912e-07
5.22,10.0,10.0,5.0,1.1253517471925912e-07
5.23,10.0,10.0,5.0,1.1253517471925912e-07
5.24,10.0,10.0,5.0,1.1253517471925912e-07
5.25,10.0,10.0,5.0,1.1253517471925912e-07
5.26,10.0,10.0,5.0,1.1253517471925912e-07
5.2700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.28,10.0,10.0,5.0,1.1253517471925912e-07
5.29,10.0,10.0,5.0,1.1253517471925912e-07
5.3,10.0,10.0,5.0,1.1253517471925912e-07
5.3100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.32,10.0,10.0,5.0,1.1253517471925912e-07
5.33,10.0,10.0,5.0,1.1253517471925912e-07
5.34,10.0,10.0,5.0,1.1253517471925912e-07
5.3500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.36,10.0,10.0,5.0,1.1253517471925912e-07
5.37,10.0,10.0,5.0,1.1253517471925912e-07
5.38,10.0,10.0,5.0,1.1253517471925912e-07
5.39,10.0,10.0,5.0,1.1253517471925912e-07
5.4,10.0,10.0,5.0,1.1253517471925912e-07
5.41,10.0,10.0,5.0,1.1253517471925912e-07
5.42,10.0,10.0,5.0,1.1253517471925912e-07
5.43,10.0,10.0,5.0,1.1253517471925912e-07
5.44,10.0,10.0,5.0,1.1253517471925912e-07
5.45,10.0,10.0,5.0,1.1253517471925912e-07
5.46,10.0,10.0,5.0,1.1253517471925912e-07
5.47,10.0,10.0,5.0,1.1253517471925912e-07
5.48,10.0,10.0,5.0,1.1253517471925912e-07
5.49,10.0,10.0,5.0,1.1253517471925912e-07
5.5,10.0,10.0,5.0,1.1253517471925912e-07
5.51,10.0,10.0,5.0,1.1253517471925912e-07
5.5200000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.53,10.0,10.0,5.0,1.1253517471925912e-07
5.54,10.0,10.0,5.0,1.1253517471925912e-07
5.55,10.0,10.0,5.0,1.1253517471925912e-07
5.5600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.57,10.0,10.0,5.0,1.1253517471925912e-07
5.58,10.0,10.0,5.0,1.1253517471925912e-07
5.59,10.0,10.0,5.0,1.1253517471925912e-07
5.6000000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.61,10.0,10.0,5.0,1.1253517471925912e-07
5.62,10.0,10.0,5.0,1.1253517471925912e-07
5.63,10.0,10.0,5.0,1.1253517471925912e-07
5.64,10.0,10.0,5.0,1.1253517471925912e-07
5.65,10.0,10.0,5.0,1.1253517471925912e-07
5.66,10.0,10.0,5.0,1.1253517471925912e-07
5.67,10.0,10.0,5.0,1.1253517471925912e-07
5.68,10.0,10.0,5.0,1.1253517471925912e-07
5.69,10.0,10.0,5.0,1.1253517471925912e-07
5.7,10.0,10.0,5.0,1.1253517471925912e-07
5.71,10.0,10.0,5.0,1.1253517471925912e-07
5.72,10.0,10.0,5.0,1.1253517471925912e-07
5.73,10.0,10.0,5.0,1.1253517471925912e-07
5.74,10.0,10.0,5.0,1.1253517471925912e-07
5.75,10.0,10.0,5.0,1.1253517471925912e-07
5.76,10.0,10.0,5.0,1.1253517471925912e-07
5.7700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.78,10.0,10.0,5.0,1.1253517471925912e-07
5.79,10.0,10.0,5.0,1.1253517471925912e-07
5.8,10.0,10.0,5.0,1.1253517471925912e-07
5.8100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.82,10.0,10.0,5.0,1.1253517471925912e-07
5.83,10.0,10.0,5.0,1.1253517471925912e-07
5.84,10.0,10.0,5.0,1.1253517471925912e-07
5.8500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
5.86,10.0,10.0,5.0,1.1253517471925912e-07
5.87,10.0,10.0,5.0,1.1253517471925912e-07
5.88,10.0,10.0,5.0,1.1253517471925912e-07
5.89,10.0,10.0,5.0,1.1253517471925912e-07
5.9,10.0,10.0,5.0,1.1253517471925912e-07
5.91,10.0,10.0,5.0,1.1253517471925912e-07
5.92,10.0,10.0,5.0,1.1253517471925912e-07
5.93,10.0,10.0,5.0,1.1253517471925912e-07
5.94,10.0,10.0,5.0,1.1253517471925912e-07
5.95,10.0,10.0,5.0,1.1253517471925912e-07
5.96,10.0,10.0,5.0,1.1253517471925912e-07
5.97,10.0,10.0,5.0,1.1253517471925912e-07
5.98,10.0,10.0,5.0,1.1253517471925912e-07
5.99,10.0,10.0,5.0,1.1253517471925912e-07
6.0,10.0,10.0,5.0,1.1253517471925912e-07
6.01,10.0,10.0,5.0,1.1253517471925912e-07
6.0200000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.03,10.0,10.0,5.0,1.1253517471925912e-07
6.04,10.0,10.0,5.0,1.1253517471925912e-07
6.05,10.0,10.0,5.0,1.1253517471925912e-07
6.0600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.07,10.0,10.0,5.0,1.1253517471925912e-07
6.08,10.0,10.0,5.0,1.1253517471925912e-07
6.09,10.0,10.0,5.0,1.1253517471925912e-07
6.1000000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.11,10.0,10.0,5.0,1.1253517471925912e-07
6.12,10.0,10.0,5.0,1.1253517471925912e-07
6.13,10.0,10.0,5.0,1.1253517471925912e-07
6.140000000000001,10.0,10.0,5.0,1.1253517471925912e-07
6.15,10.0,10.0,5.0,1.1253517471925912e-07
6.16,10.0,10.0,5.0,1.1253517471925912e-07
6.17,10.0,10.0,5.0,1.1253517471925912e-07
6.18,10.0,10.0,5.0,1.1253517471925912e-07
6.19,10.0,10.0,5.0,1.1253517471925912e-07
6.2,10.0,10.0,5.0,1.1253517471925912e-07
6.21,10.0,10.0,5.0,1.1253517471925912e-07
6.22,10.0,10.0,5.0,1.1253517471925912e-07
6.23,10.0,10.0,5.0,1.1253517471925912e-07
6.24,10.0,10.0,5.0,1.1253517471925912e-07
6.25,10.0,10.0,5.0,1.1253517471925912e-07
6.26,10.0,10.0,5.0,1.1253517471925912e-07
6.2700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.28,10.0,10.0,5.0,1.1253517471925912e-07
6.29,10.0,10.0,5.0,1.1253517471925912e-07
6.3,10.0,10.0,5.0,1.1253517471925912e-07
6.3100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.32,10.0,10.0,5.0,1.1253517471925912e-07
6.33,10.0,10.0,5.0,1.1253517471925912e-07
6.34,10.0,10.0,5.0,1.1253517471925912e-07
6.3500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.36,10.0,10.0,5.0,1.1253517471925912e-07
6.37,10.0,10.0,5.0,1.1253517471925912e-07
6.38,10.0,10.0,5.0,1.1253517471925912e-07
6.390000000000001,10.0,10.0,5.0,1.1253517471925912e-07
6.4,10.0,10.0,5.0,1.1253517471925912e-07
6.41,10.0,10.0,5.0,1.1253517471925912e-07
6.42,10.0,10.0,5.0,1.1253517471925912e-07
6.43,10.0,10.0,5.0,1.1253517471925912e-07
6.44,10.0,10.0,5.0,1.1253517471925912e-07
6.45,10.0,10.0,5.0,1.1253517471925912e-07
6.46,10.0,10.0,5.0,1.1253517471925912e-07
6.47,10.0,10.0,5.0,1.1253517471925912e-07
6.48,10.0,10.0,5.0,1.1253517471925912e-07
6.49,10.0,10.0,5.0,1.1253517471925912e-07
6.5,10.0,10.0,5.0,1.1253517471925912e-07
6.51,10.0,10.0,5.0,1.1253517471925912e-07
6.5200000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.53,10.0,10.0,5.0,1.1253517471925912e-07
6.54,10.0,10.0,5.0,1.1253517471925912e-07
6.55,10.0,10.0,5.0,1.1253517471925912e-07
6.5600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.57,10.0,10.0,5.0,1.1253517471925912e-07
6.58,10.0,10.0,5.0,1.1253517471925912e-07
6.59,10.0,10.0,5.0,1.1253517471925912e-07
6.6000000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.61,10.0,10.0,5.0,1.1253517471925912e-07
6.62,10.0,10.0,5.0,1.1253517471925912e-07
6.63,10.0,10.0,5.0,1.1253517471925912e-07
6.640000000000001,10.0,10.0,5.0,1.1253517471925912e-07
6.65,10.0,10.0,5.0,1.1253517471925912e-07
6.66,10.0,10.0,5.0,1.1253517471925912e-07
6.67,10.0,10.0,5.0,1.1253517471925912e-07
6.68,10.0,10.0,5.0,1.1253517471925912e-07
6.69,10.0,10.0,5.0,1.1253517471925912e-07
6.7,10.0,10.0,5.0,1.1253517471925912e-07
6.71,10.0,10.0,5.0,1.1253517471925912e-07
6.72,10.0,10.0,5.0,1.1253517471925912e-07
6.73,10.0,10.0,5.0,1.1253517471925912e-07
6.74,10.0,10.0,5.0,1.1253517471925912e-07
6.75,10.0,10.0,5.0,1.1253517471925912e-07
6.76,10.0,10.0,5.0,1.1253517471925912e-07
6.7700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.78,10.0,10.0,5.0,1.1253517471925912e-07
6.79,10.0,10.0,5.0,1.1253517471925912e-07
6.8,10.0,10.0,5.0,1.1253517471925912e-07
6.8100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.82,10.0,10.0,5.0,1.1253517471925912e-07
6.83,10.0,10.0,5.0,1.1253517471925912e-07
6.84,10.0,10.0,5.0,1.1253517471925912e-07
6.8500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
6.86,10.0,10.0,5.0,1.1253517471925912e-07
6.87,10.0,10.0,5.0,1.1253517471925912e-07
6.88,10.0,10.0,5.0,1.1253517471925912e-07
6.890000000000001,10.0,10.0,5.0,1.1253517471925912e-07
6.9,10.0,10.0,5.0,1.1253517471925912e-07
6.91,10.0,10.0,5.0,1.1253517471925912e-07
6.92,10.0,10.0,5.0,1.1253517471925912e-07
6.93,10.0,10.0,5.0,1.1253517471925912e-07
6.94,10.0,10.0,5.0,1.1253517471925912e-07
6.95,10.0,10.0,5.0,1.1253517471925912e-07
6.96,10.0,10.0,5.0,1.1253517471925912e-07
6.97,10.0,10.0,5.0,1.1253517471925912e-07
6.98,10.0,10.0,5.0,1.1253517471925912e-07
6.99,10.0,10.0,5.0,1.1253517471925912e-07
7.0,10.0,10.0,5.0,1.1253517471925912e-07
7.01,10.0,10.0,5.0,1.1253517471925912e-07
7.0200000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.03,10.0,10.0,5.0,1.1253517471925912e-07
7.04,10.0,10.0,5.0,1.1253517471925912e-07
7.05,10.0,10.0,5.0,1.1253517471925912e-07
7.0600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.07,10.0,10.0,5.0,1.1253517471925912e-07
7.08,10.0,10.0,5.0,1.1253517471925912e-07
7.09,10.0,10.0,5.0,1.1253517471925912e-07
7.1000000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.11,10.0,10.0,5.0,1.1253517471925912e-07
7.12,10.0,10.0,5.0,1.1253517471925912e-07
7.13,10.0,10.0,5.0,1.1253517471925912e-07
7.140000000000001,10.0,10.0,5.0,1.1253517471925912e-07
7.15,10.0,10.0,5.0,1.1253517471925912e-07
7.16,10.0,10.0,5.0,1.1253517471925912e-07
7.17,10.0,10.0,5.0,1.1253517471925912e-07
7.18,10.0,10.0,5.0,1.1253517471925912e-07
7.19,10.0,10.0,5.0,1.1253517471925912e-07
7.2,10.0,10.0,5.0,1.1253517471925912e-07
7.21,10.0,10.0,5.0,1.1253517471925912e-07
7.22,10.0,10.0,5.0,1.1253517471925912e-07
7.23,10.0,10.0,5.0,1.1253517471925912e-07
7.24,10.0,10.0,5.0,1.1253517471925912e-07
7.25,10.0,10.0,5.0,1.1253517471925912e-07
7.26,10.0,10.0,5.0,1.1253517471925912e-07
7.2700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.28,10.0,10.0,5.0,1.1253517471925912e-07
7.29,10.0,10.0,5.0,1.1253517471925912e-07
7.3,10.0,10.0,5.0,1.1253517471925912e-07
7.3100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.32,10.0,10.0,5.0,1.1253517471925912e-07
7.33,10.0,10.0,5.0,1.1253517471925912e-07
7.34,10.0,10.0,5.0,1.1253517471925912e-07
7.3500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.36,10.0,10.0,5.0,1.1253517471925912e-07
7.37,10.0,10.0,5.0,1.1253517471925912e-07
7.38,10.0,10.0,5.0,1.1253517471925912e-07
7.390000000000001,10.0,10.0,5.0,1.1253517471925912e-07
7.4,10.0,10.0,5.0,1.1253517471925912e-07
7.41,10.0,10.0,5.0,1.1253517471925912e-07
7.42,10.0,10.0,5.0,1.1253517471925912e-07
7.43,10.0,10.0,5.0,1.1253517471925912e-07
7.44,10.0,10.0,5.0,1.1253517471925912e-07
7.45,10.0,10.0,5.0,1.1253517471925912e-07
7.46,10.0,10.0,5.0,1.1253517471925912e-07
7.47,10.0,10.0,5.0,1.1253517471925912e-07
7.48,10.0,10.0,5.0,1.1253517471925912e-07
7.49,10.0,10.0,5.0,1.1253517471925912e-07
7.5,10.0,10.0,5.0,1.1253517471925912e-07
7.51,10.0,10.0,5.0,1.1253517471925912e-07
7.5200000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.53,10.0,10.0,5.0,1.1253517471925912e-07
7.54,10.0,10.0,5.0,1.1253517471925912e-07
7.55,10.0,10.0,5.0,1.1253517471925912e-07
7.5600000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.57,10.0,10.0,5.0,1.1253517471925912e-07
7.58,10.0,10.0,5.0,1.1253517471925912e-07
7.59,10.0,10.0,5.0,1.1253517471925912e-07
7.6000000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.61,10.0,10.0,5.0,1.1253517471925912e-07
7.62,10.0,10.0,5.0,1.1253517471925912e-07
7.63,10.0,10.0,5.0,1.1253517471925912e-07
7.640000000000001,10.0,10.0,5.0,1.1253517471925912e-07
7.65,10.0,10.0,5.0,1.1253517471925912e-07
7.66,10.0,10.0,5.0,1.1253517471925912e-07
7.67,10.0,10.0,5.0,1.1253517471925912e-07
7.68,10.0,10.0,5.0,1.1253517471925912e-07
7.69,10.0,10.0,5.0,1.1253517471925912e-07
7.7,10.0,10.0,5.0,1.1253517471925912e-07
7.71,10.0,10.0,5.0,1.1253517471925912e-07
7.72,10.0,10.0,5.0,1.1253517471925912e-07
7.73,10.0,10.0,5.0,1.1253517471925912e-07
7.74,10.0,10.0,5.0,1.1253517471925912e-07
7.75,10.0,10.0,5.0,1.1253517471925912e-07
7.76,10.0,10.0,5.0,1.1253517471925912e-07
7.7700000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.78,10.0,10.0,5.0,1.1253517471925912e-07
7.79,10.0,10.0,5.0,1.1253517471925912e-07
7.8,10.0,10.0,5.0,1.1253517471925912e-07
7.8100000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.82,10.0,10.0,5.0,1.1253517471925912e-07
7.83,10.0,10.0,5.0,1.1253517471925912e-07
7.84,10.0,10.0,5.0,1.1253517471925912e-07
7.8500000000000005,10.0,10.0,5.0,1.1253517471925912e-07
7.86,10.0,10.0,5.0,1.1253517471925912e-07
7.87,10.0,10.0,5.0,1.1253517471925912e-07
7.88,10.0,10.0,5.0,1.1253517471925912e-07
7.890000000000001,10.0,10.0,5.0,1.1253517471925912e-07
7.9,10.0,10.0,5.0,1.1253517471925912e-07
7.91,10.0,10.0,5.0,1.1253517471925912e-07
7.92,10.0,10.0,5.0,1.1253517471925912e-07
7.930000000000001,10.0,10.0,5.0,1.1253517471925912e-07
7.94,10.0,10.0,5.0,1.1253517471925912e-07
7.95,10.0,10.0,5.0,1.1253517471925912e-07
7.96,10.0,10.0,5.0,1.1253517471925912e-07
7.97,10.0,10.0,5.0,1.1253517471925912e-07
7.98,10.0,10.0,5.0,1.1253517471925912e-07
7.99,10.0,10.0,5.0,1.1253517471925912e-07
8.0,10.0,10.0,5.0,1.1253517471925912e-07
8.01,10.0,10.0,5.0,1.1253517471925912e-07
8.02,10.0,10.0,5.0,1.1253517471925912e-07
8.03,10.0,10.0,5.0,1.1253517471925912e-07
8.040000000000001,10.0,10.0,5.0,1.1253517471925912e-07
8.05,10.0,10.0,5.0,1.1253517471925912e-07
